comparator,SIG_A_overlap_advantage,SIG_B_linking_gain,SIG_C_context_separation,SIG_D_linking_recall_dissociation,SIG_E_targeted_rescue_advantage,mb_pre_overlap,mb_post_overlap,delta_m_overlap,delta_m_nonoverlap_mean,lk_pre,lk_post_cons,lk_post_damage,lk_targ_rescue,lk_gen_rescue,r_mu1_pre,r_mu1_post_cons,r_mu1_post_damage,link_drop_pct,recall_drop_pct,rec_targ_pct,rec_gen_pct
fixed_allocation_only,0.0,0.0,0.14900639157823087,19.25110813871095,0.0,0.5,0.5,0.0,0.0,0.4075,0.4075,0.3208834699389616,0.2550348935936735,0.2550348935936735,1.3693651244941076,1.3693651244941076,1.3419164462333875,21.25559019902782,2.004482060316871,-76.02310586545646,-76.02310586545646
