comparator,SIG_A_overlap_advantage,SIG_B_linking_gain,SIG_C_context_separation,SIG_D_linking_recall_dissociation,SIG_E_targeted_rescue_advantage,mb_pre_overlap,mb_post_overlap,delta_m_overlap,delta_m_nonoverlap_mean,lk_pre,lk_post_cons,lk_post_damage,lk_targ_rescue,lk_gen_rescue,r_mu1_pre,r_mu1_post_cons,r_mu1_post_damage,link_drop_pct,recall_drop_pct,rec_targ_pct,rec_gen_pct
replay_no_structure,0.0,-0.017974996819294375,0.14801320585098252,19.21182983448674,0.0,0.5,0.47794478917877986,-0.02205521082122014,-0.02205521082122014,0.4075,0.3895250031807056,0.3047790477609101,0.23997098334585876,0.23997098334585876,1.3693651244941076,1.360237771750148,1.3256278802619046,21.756229953865322,2.544400119378583,-76.47334211292996,-76.47334211292996
