comparator,SIG_A_overlap_advantage,SIG_B_linking_gain,SIG_C_context_separation,SIG_D_linking_recall_dissociation,SIG_E_targeted_rescue_advantage,mb_pre_overlap,mb_post_overlap,delta_m_overlap,delta_m_nonoverlap_mean,lk_pre,lk_post_cons,lk_post_damage,lk_targ_rescue,lk_gen_rescue,r_mu1_pre,r_mu1_post_cons,r_mu1_post_damage,link_drop_pct,recall_drop_pct,rec_targ_pct,rec_gen_pct
random_slow_drift,-0.08894837979181909,-0.06464569520220498,0.1485624282160747,-5.137660868612624,-69.3736178346368,0.5,0.4113231965891192,-0.0886768034108808,0.000271576380938295,0.4075,0.342854304797795,0.36580670481424776,0.36599624012964327,0.3500733298583522,1.3693651244941076,1.3506580403300177,1.3716856864350722,-6.69450541972614,-1.556844551113516,-0.8257755845124825,68.54784225012432
