run_id,trace_i,trace_j,L_pre,L_post,L_dmg,L_targ,L_gen,is_expected_linked,is_expected_unlinked
strong_overlap_n32,mu1,mu2,0.5325,0.8270309639034034,0.6490356136000474,0.8286154660299669,0.5497911189983938,True,False
