run_id,trace_i,trace_j,L_pre,L_post,L_dmg,L_targ,L_gen,is_expected_linked,is_expected_unlinked
canonical_n32,mu1,mu2,0.44249999999999995,0.6807509731385237,0.5378290213608831,0.6835708142377437,0.4584837233058546,True,False
