run_id,trace_i,trace_j,L_pre,L_post,L_dmg,L_targ,L_gen,is_expected_linked,is_expected_unlinked
weak_overlap_n16,mu1,mu2,0.10625000000000001,0.14647650201875745,0.12785532987925408,0.15454341998904916,0.11822110872603414,False,True
