run_id,branch_id,mb_pre,mb_post,delta_mb,is_overlap_branch,is_damage_branch
sparse_random_n32_s42,b0,0.5,0.7904433531824299,0.29044335318242986,True,True
sparse_random_n32_s42,b1,0.5,0.7390304413110542,0.23903044131105422,True,False
sparse_random_n32_s42,b2,0.5,0.6694677951453144,0.1694677951453144,False,False
sparse_random_n32_s42,b3,0.5,0.6467182605297114,0.14671826052971138,False,False
sparse_random_n32_s42,b4,0.5,0.6467182605297114,0.14671826052971138,False,False
sparse_random_n32_s42,b5,0.5,0.7739914041012333,0.27399140410123335,True,False
sparse_random_n32_s42,b6,0.5,0.7390304413110542,0.23903044131105422,True,False
sparse_random_n32_s42,b7,0.5,0.7548539478497355,0.2548539478497355,True,False
sparse_random_n32_s42,b8,0.5,0.6467182605297114,0.14671826052971138,False,False
sparse_random_n32_s42,b9,0.5,0.4903797515966369,-0.009620248403363119,False,False
sparse_random_n32_s42,b10,0.5,0.7290964449759301,0.22909644497593007,False,False
sparse_random_n32_s42,b11,0.5,0.4903797515966369,-0.009620248403363119,False,False
sparse_random_n32_s42,b12,0.5,0.4903797515966369,-0.009620248403363119,False,False
sparse_random_n32_s42,b13,0.5,0.7904433531824299,0.29044335318242986,True,False
sparse_random_n32_s42,b14,0.5,0.6968459492035122,0.19684594920351217,False,False
sparse_random_n32_s42,b15,0.5,0.4903797515966369,-0.009620248403363119,False,False
sparse_random_n32_s42,b16,0.5,0.6694677951453144,0.1694677951453144,False,False
sparse_random_n32_s42,b17,0.5,0.7739914041012333,0.27399140410123335,True,False
sparse_random_n32_s42,b18,0.5,0.6694677951453144,0.1694677951453144,False,False
sparse_random_n32_s42,b19,0.5,0.6694677951453144,0.1694677951453144,False,False
sparse_random_n32_s42,b20,0.5,0.6968459492035122,0.19684594920351217,False,False
sparse_random_n32_s42,b21,0.5,0.6467182605297114,0.14671826052971138,False,False
sparse_random_n32_s42,b22,0.5,0.7739914041012333,0.27399140410123335,True,False
sparse_random_n32_s42,b23,0.5,0.6467182605297114,0.14671826052971138,False,False
sparse_random_n32_s42,b24,0.5,0.7290964449759301,0.22909644497593007,False,False
sparse_random_n32_s42,b25,0.5,0.7290964449759301,0.22909644497593007,False,False
sparse_random_n32_s42,b26,0.5,0.4903797515966369,-0.009620248403363119,False,False
sparse_random_n32_s42,b27,0.5,0.7739914041012333,0.27399140410123335,True,False
sparse_random_n32_s42,b28,0.5,0.6968459492035122,0.19684594920351217,False,False
sparse_random_n32_s42,b29,0.5,0.6467182605297114,0.14671826052971138,False,False
sparse_random_n32_s42,b30,0.5,0.7739914041012333,0.27399140410123335,True,False
sparse_random_n32_s42,b31,0.5,0.6467182605297114,0.14671826052971138,False,False
