run_id,trace_i,trace_j,L_pre,L_post,L_dmg,L_targ,L_gen,is_expected_linked,is_expected_unlinked
canonical_n16,mu1,mu2,0.4225,0.6613209749155385,0.5192560885520255,0.664309842088971,0.44060928265805277,True,False
