run_id,branch_id,mb_pre,mb_post,delta_mb,is_overlap_branch,is_damage_branch
strong_overlap_n16,b0,0.5,0.7439711773754457,0.2439711773754457,False,False
strong_overlap_n16,b1,0.5,0.8014113262457242,0.3014113262457242,True,True
strong_overlap_n16,b2,0.5,0.7791481601240312,0.2791481601240312,False,False
strong_overlap_n16,b3,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b4,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b5,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b6,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b7,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b8,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b9,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b10,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b11,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b12,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b13,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b14,0.5,0.48574995557463224,-0.014250044425367758,False,False
strong_overlap_n16,b15,0.5,0.48574995557463224,-0.014250044425367758,False,False
