step,phase,branch_id,is_overlap,x_b,fast_access,slow_access,effective_access,eligibility,translation_readiness,structural_accessibility,input_drive
11,consolidation_replay,b3,False,0.0,0.6224593312018546,0.9491045899397788,0.5907790082945251,0.0,0.18097525000000003,0.48762437656093754,nan
12,consolidation_replay,b0,False,0.0,0.6224593312018546,0.9862503089752721,0.6139007077223704,0.40867559636991996,1.0,0.7121489720852858,nan
12,consolidation_replay,b1,True,0.6789210541063354,0.8909031788043871,0.9896496199855693,0.8816819923476974,0.46440408678399997,1.0,0.7600546209784163,nan
12,consolidation_replay,b2,False,0.8803135872263584,0.9241418199787566,0.9880012388746913,0.9130532630349234,0.46440408678399997,1.0,0.7351467577946673,nan
12,consolidation_replay,b3,False,0.0,0.6224593312018546,0.9483932876394221,0.5903362515403628,0.0,0.21192648750000004,0.48518625467813287,nan
13,consolidation_replay,b0,False,0.0,0.6224593312018546,0.98761220092783,0.6147484300763287,0.35963452480552954,1.0,0.7297630115146326,nan
13,consolidation_replay,b1,True,0.6789210541063354,0.8909031788043871,0.9906025240513316,0.8825309376089807,0.40867559636991996,1.0,0.7763120385055848,nan
13,consolidation_replay,b2,False,0.8803135872263584,0.9241418199787566,0.9892459971058994,0.9142035961721456,0.40867559636991996,1.0,0.7536108310597608,nan
13,consolidation_replay,b3,False,0.0,0.6224593312018546,0.9476762194466967,0.5898899057526928,0.0,0.24133016312500002,0.4827603234047422,nan
14,consolidation_replay,b0,False,0.0,0.6224593312018546,0.9885883883647268,0.6153560670554271,0.316478381828866,1.0,0.7436077756260457,nan
14,consolidation_replay,b1,True,0.6789210541063354,0.8909031788043871,0.9912794307459453,0.8831339959349659,0.35963452480552954,1.0,0.7888853243046673,nan
14,consolidation_replay,b2,False,0.8803135872263584,0.9241418199787566,0.990124809085259,0.9150157430741701,0.35963452480552954,1.0,0.7679675602044954,nan
14,consolidation_replay,b3,False,0.0,0.6224593312018546,0.9469534009695788,0.5894399806468457,0.0,0.26926365496875004,0.4803465217877185,nan
15,consolidation_replay,b0,False,0.0,0.6224593312018546,0.9893023131482306,0.6158004561986953,0.2785009760094021,1.0,0.7544954040789226,nan
15,consolidation_replay,b1,True,0.6789210541063354,0.8909031788043871,0.9917694958127362,0.883570596460791,0.316478381828866,1.0,0.7986072403763136,nan
15,consolidation_replay,b2,False,0.8803135872263584,0.9241418199787566,0.9907596202678209,0.9156023986357658,0.316478381828866,1.0,0.7791481601240312,nan
15,consolidation_replay,b3,False,0.0,0.6224593312018546,0.9462248486680844,0.5889864864685119,0.0,0.2958004722203126,0.47794478917877986,nan
16,post_consolidation_probe,b0,False,0.9142556401819996,0.9241418199787566,0.9893023131482306,0.9142556401819996,1.0,0.95,0.7544954040789226,1.0
16,post_consolidation_probe,b1,True,0.7068564771686328,0.8909031788043871,0.9917694958127362,0.883570596460791,0.9853574531780349,0.95,0.7986072403763136,0.8
16,post_consolidation_probe,b2,False,0.0,0.6224593312018546,0.9907596202678209,0.6167075706137113,0.2785009760094021,0.95,0.7791481601240312,0.0
16,post_consolidation_probe,b3,False,0.0,0.6224593312018546,0.9462248486680844,0.5889864864685119,0.0,0.2810104486092969,0.47794478917877986,0.0
17,post_consolidation_probe,b0,False,0.0,0.6224593312018546,0.9893023131482306,0.6158004561986953,0.88,0.9025,0.7544954040789226,0.0
17,post_consolidation_probe,b1,True,0.7068564771686328,0.8909031788043871,0.9917694958127362,0.883570596460791,1.0,0.9025,0.7986072403763136,0.8
17,post_consolidation_probe,b2,False,0.9156023986357658,0.9241418199787566,0.9907596202678209,0.9156023986357658,1.0,0.9025,0.7791481601240312,1.0
17,post_consolidation_probe,b3,False,0.0,0.6224593312018546,0.9462248486680844,0.5889864864685119,0.0,0.2669599261788321,0.47794478917877986,0.0
18,overlap_damage,b0,False,0.0,0.6224593312018546,0.989060090481515,0.6156496824395696,0.7744,1.0,0.750722927058528,nan
18,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9905091801925364,0.8824477772684581,0.88,1.0,0.7746490231650242,nan
18,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9905431540611016,0.9154023531615243,0.88,1.0,0.775252419323411,nan
18,overlap_damage,b3,False,0.0,0.6224593312018546,0.9454905798505945,0.5885294339914547,0.0,0.2936119298698905,0.475555065232886,nan
19,overlap_damage,b0,False,0.0,0.6224593312018546,0.9888136972129404,0.6154963126504001,0.681472,1.0,0.7469693124232353,nan
19,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9891045774465689,0.8811964122171183,0.7744,1.0,0.7514095524700735,nan
19,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9903227865448735,0.915198702324013,0.7744,1.0,0.771376157226794,nan
19,overlap_damage,b3,False,0.0,0.6224593312018546,0.9447506126698927,0.5880688345150438,0.0,0.318931333376396,0.47317728990672153,nan
20,overlap_damage,b0,False,0.0,0.6224593312018546,0.9885630919807012,0.6153403210851448,0.59969536,1.0,0.7432344658611191,nan
20,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9875462751707839,0.8798081157660833,0.681472,1.0,0.7288672658959713,nan
20,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9900984753573049,0.9149914069748918,0.681472,1.0,0.76751927644066,nan
20,overlap_damage,b3,False,0.0,0.6224593312018546,0.9440049661189229,0.5876046998616141,0.0,0.34298476670757616,0.4708114034571879,nan
21,overlap_damage,b0,False,0.0,0.6224593312018546,0.9883082336271098,0.615181682124817,0.5277319168,1.0,0.7395182935318135,nan
21,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9858251185424508,0.8782747318546812,0.59969536,1.0,0.7070012479190921,nan
21,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9898701782576068,0.9147804280776809,0.59969536,1.0,0.7636816800584567,nan
21,overlap_damage,b3,False,0.0,0.6224593312018546,0.9432536600262676,0.587137042373652,0.0,0.36583552837219735,0.468457346439902,nan
22,overlap_damage,b0,False,0.0,0.6224593312018546,0.9880490812117391,0.615020370285666,0.46440408678399997,1.0,0.7358207020641545,nan
22,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9839323192036618,0.8765884309069151,0.5277319168,1.0,0.6857912104815194,nan
22,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9896378531388118,0.9145657267195709,0.5277319168,1.0,0.7598632716581645,nan
22,overlap_damage,b3,False,0.0,0.6224593312018546,0.9424967150513498,0.5866658749108081,0.0,0.3875437519535875,0.4661150597077025,nan
23,overlap_damage,b0,False,0.0,0.6224593312018546,0.9877855940245989,0.6148563602273784,0.40867559636991996,1.0,0.7321415985538338,nan
23,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.981859564654345,0.8747418072900476,0.46440408678399997,1.0,0.6652174741670738,nan
23,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9894014580406243,0.9143472641232979,0.46440408678399997,1.0,0.7560639552998737,nan
23,overlap_damage,b3,False,0.0,0.6224593312018546,0.9417341526793618,0.5861912108467408,0.0,0.40816656435590815,0.463784484409164,nan
24,overlap_damage,b0,False,0.0,0.6224593312018546,0.987517731599342,0.6146896267612989,0.35963452480552954,1.0,0.7284808905610646,nan
24,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9795991261967559,0.8727279754826898,0.40867559636991996,1.0,0.6452609499420615,nan
24,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9891609511623394,0.9141250016590823,0.40867559636991996,1.0,0.7522836355233743,nan
24,overlap_damage,b3,False,0.0,0.6224593312018546,0.9409659952159259,0.5857130640657928,0.0,0.4277582361381127,0.46146556198711813,nan
25,overlap_damage,b0,False,0.0,0.6224593312018546,0.9872454537264921,0.6145201448586638,0.316478381828866,1.0,0.7248384861082593,nan
25,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9771439634273567,0.8705406631669498,0.35963452480552954,1.0,0.6259031214437997,nan
25,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9889162908758203,0.913898900856622,0.35963452480552954,1.0,0.7485222173457574,nan
25,overlap_damage,b3,False,0.0,0.6224593312018546,0.9401922657814872,0.5852314489595009,0.0,0.44637032433120705,0.45915823417718254,nan
26,overlap_damage,b0,False,0.0,0.6224593312018546,0.986968720466687,0.6143478896588442,0.2785009760094021,1.0,0.7212142936777179,nan
26,overlap_damage,b1,True,0.7068564771686328,0.8909031788043871,0.9744878232776366,0.8681742994642142,0.316478381828866,1.0,0.6071260278004856,nan
26,overlap_damage,b2,False,0.9156023986357658,0.9241418199787566,0.9886674357385326,0.9136689234171378,0.316478381828866,1.0,0.7447796062590286,nan
26,overlap_damage,b3,False,0.0,0.6224593312018546,0.939412988305444,0.5847463804229422,0.0,0.46405180811464664,0.45686244300629664,nan
27,post_damage_probe,b0,False,0.9120990695941888,0.9241418199787566,0.986968720466687,0.9120990695941888,1.0,0.95,0.7212142936777179,1.0
27,post_damage_probe,b1,True,0.6945394395713714,0.8909031788043871,0.9744878232776366,0.8681742994642142,0.9730404155807735,0.95,0.6071260278004856,0.8
27,post_damage_probe,b2,False,0.0,0.6224593312018546,0.9886674357385326,0.6154052708308595,0.2785009760094021,0.95,0.7447796062590286,0.0
27,post_damage_probe,b3,False,0.0,0.6224593312018546,0.939412988305444,0.5847463804229422,0.0,0.4408492177089143,0.45686244300629664,0.0
28,post_damage_probe,b0,False,0.0,0.6224593312018546,0.986968720466687,0.6143478896588442,0.88,0.9025,0.7212142936777179,0.0
28,post_damage_probe,b1,True,0.6945394395713714,0.8909031788043871,0.9744878232776366,0.8681742994642142,1.0,0.9025,0.6071260278004856,0.8
28,post_damage_probe,b2,False,0.9136689234171378,0.9241418199787566,0.9886674357385326,0.9136689234171378,1.0,0.9025,0.7447796062590286,1.0
28,post_damage_probe,b3,False,0.0,0.6224593312018546,0.939412988305444,0.5847463804229422,0.0,0.4188067568234685,0.45686244300629664,0.0
29,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9897543876500363,0.6160818541907427,0.7744,1.0,0.7617678780907788,nan
29,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9812526465257336,0.8742011019999937,0.88,1.0,0.6596295619623836,nan
29,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9911808566258445,0.9159916807703109,0.88,1.0,0.7869953791011083,nan
29,targeted_rescue,b3,False,0.0,0.6224593312018546,0.9386281875200212,0.5842578738509213,0.0,0.43786641898229506,0.45457813079126513,nan
30,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9913969664290359,0.6171042926789652,0.681472,1.0,0.7911666906374951,nan
30,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9846705622504617,0.8772461339840394,0.7744,1.0,0.6937553524886706,nan
30,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9926143405668063,0.9173164232284217,0.7744,1.0,0.8168003341559872,nan
30,targeted_rescue,b3,False,0.0,0.6224593312018546,0.9378378889538871,0.5837659451339957,0.0,0.4559730980331803,0.45230524013730883,nan
31,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9924375158017669,0.6177519923455979,0.59969536,1.0,0.812827386723927,nan
31,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9865307405486498,0.8789033727430381,0.681472,1.0,0.7156307458199097,nan
31,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9935005522224799,0.9181354084807822,0.681472,1.0,0.8382529003065359,nan
31,targeted_rescue,b3,False,0.0,0.6224593312018546,0.9370421189255186,0.583270610654347,0.0,0.47317444313152124,0.4500437139366223,nan
32,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9931307389015076,0.6181834955326361,0.5277319168,1.0,0.8289676283764397,nan
32,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9875593074947393,0.8798197263049224,0.59969536,1.0,0.7290439666345431,nan
32,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9940796044385036,0.9186705348495612,0.59969536,1.0,0.853902337319018,nan
32,targeted_rescue,b3,False,0.0,0.6224593312018546,0.936240904536321,0.5827718872814978,0.0,0.4895157209749451,0.4477934953669392,nan
33,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9936087695079922,0.6184810501442425,0.46440408678399997,1.0,0.8410694536706728,nan
33,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9880915396997924,0.8802938936682663,0.5277319168,1.0,0.7364210413106953,nan
33,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9944721886407462,0.9190333383287165,0.5277319168,1.0,0.8654033619074163,nan
33,targeted_rescue,b3,False,0.0,0.6224593312018546,0.935434273663505,0.5822697923678779,0.0,0.5050399349261978,0.44555452789010447,nan
34,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9939456004628195,0.6186907137151124,0.40867559636991996,1.0,0.850149545543747,nan
34,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9882976866695683,0.8804775506589405,0.46440408678399997,1.0,0.7393662353088803,nan
34,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9947442946175242,0.9192848028413232,0.46440408678399997,1.0,0.8738619146246576,nan
34,targeted_rescue,b3,False,0.0,0.6224593312018546,0.934622254952724,0.5817643437442418,0.0,0.5197879381798879,0.44332675525065396,nan
35,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9941852873674538,0.6188399090654689,0.35963452480552954,1.0,0.8569220381074466,nan
35,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9882703216700024,0.8804531710938392,0.40867559636991996,1.0,0.738972337635376,nan
35,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9949344845766024,0.9194605653362474,0.40867559636991996,1.0,0.8800368326740695,nan
35,targeted_rescue,b3,False,0.0,0.6224593312018546,0.9338048778104788,0.5812555597149403,0.0,0.5337985412708934,0.4411101214744007,nan
36,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9943554081509427,0.618945802334583,0.316478381828866,1.0,0.8618994673872763,nan
36,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.988062115977382,0.8802676799804386,0.35963452480552954,1.0,0.7360047819117783,nan
36,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9950665348438643,0.9195825985105636,0.35963452480552954,1.0,0.884461331921582,nan
36,targeted_rescue,b3,False,0.0,0.6224593312018546,0.9329821723962926,0.5807434590530497,0.0,0.5471086142073488,0.4389045708670287,nan
37,targeted_rescue,b0,False,0.0,0.6224593312018546,0.9944739581924467,0.6190195949141315,0.2785009760094021,1.0,0.8654570200067162,nan
37,targeted_rescue,b1,True,0.6945394395713714,0.8909031788043871,0.9877037075208808,0.8799483727472313,0.316478381828866,1.0,0.7310141615198811,nan
37,targeted_rescue,b2,False,0.9136689234171378,0.9241418199787566,0.9951557652245341,0.9196650600369531,0.316478381828866,1.0,0.8875183301803623,nan
37,targeted_rescue,b3,False,0.0,0.6224593312018546,0.9321541696146612,0.5802280609953622,0.0,0.5597531834969813,0.4367100480126936,nan
38,post_rescue_probe,b0,False,0.916599375707631,0.9241418199787566,0.9918384342012582,0.916599375707631,0.9941621693458206,0.95,0.8000206979338059,1.0
38,post_rescue_probe,b1,True,0.7070481513963753,0.8909031788043871,0.9920384282740612,0.8838101892454691,1.0,0.95,0.8041892352236092,0.8
38,post_rescue_probe,b2,False,0.0,0.6224593312018546,0.9929456318785206,0.6180682739389068,0.08813953822521545,0.95,0.8245048157515662,0.0
38,post_rescue_probe,b3,False,0.0,0.6224593312018546,0.9321541696146612,0.5802280609953622,0.0,0.40468585563995246,0.4367100480126936,0.0
39,post_rescue_probe,b0,False,0.0,0.6224593312018546,0.9918384342012582,0.6173790884132099,0.8748627090243221,0.9025,0.8000206979338059,0.0
39,post_rescue_probe,b1,True,0.7070481513963753,0.8909031788043871,0.9920384282740612,0.8838101892454691,1.0,0.9025,0.8041892352236092,0.8
39,post_rescue_probe,b2,False,0.9176225833841725,0.9241418199787566,0.9929456318785206,0.9176225833841725,0.9951853770223621,0.9025,0.8245048157515662,1.0
39,post_rescue_probe,b3,False,0.0,0.6224593312018546,0.9321541696146612,0.5802280609953622,0.0,0.38445156285795484,0.4367100480126936,0.0
