path,day,vr_trial_info_found,n_trials,n_valid,n_left,n_right,n_mismatch,mismatch_rate,flagged,note,group,subject_id,session
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-6\sub-Ctrl-6_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb,5,True,140,140,83,57,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-6,sub-Ctrl-6_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-7\sub-Ctrl-7_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb,0,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-7,sub-Ctrl-7_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-7\sub-Ctrl-7_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb,1,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-7,sub-Ctrl-7_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-7\sub-Ctrl-7_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb,2,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-7,sub-Ctrl-7_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-7\sub-Ctrl-7_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb,3,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-7,sub-Ctrl-7_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-7\sub-Ctrl-7_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb,4,True,140,140,19,121,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-7,sub-Ctrl-7_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-7\sub-Ctrl-7_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb,5,True,140,140,65,75,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-7,sub-Ctrl-7_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-8\sub-Ctrl-8_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb,0,True,140,140,122,18,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-8,sub-Ctrl-8_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-8\sub-Ctrl-8_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb,1,True,140,140,121,19,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-8,sub-Ctrl-8_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-8\sub-Ctrl-8_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb,2,True,140,140,121,19,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-8,sub-Ctrl-8_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-8\sub-Ctrl-8_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb,3,True,138,138,120,18,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-8,sub-Ctrl-8_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-8\sub-Ctrl-8_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb,4,True,140,140,122,18,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-8,sub-Ctrl-8_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-8\sub-Ctrl-8_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb,5,True,140,140,76,64,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-8,sub-Ctrl-8_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-9\sub-Ctrl-9_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb,0,True,140,140,21,119,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-9,sub-Ctrl-9_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-9\sub-Ctrl-9_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb,1,True,140,140,19,121,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-9,sub-Ctrl-9_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-9\sub-Ctrl-9_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb,2,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-9,sub-Ctrl-9_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-9\sub-Ctrl-9_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb,3,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-9,sub-Ctrl-9_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-9\sub-Ctrl-9_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb,4,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-9,sub-Ctrl-9_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-Ctrl-9\sub-Ctrl-9_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb,5,True,140,140,81,59,0,,False,vr_trial_info found but contained no parseable arm labels.,Ctrl,Ctrl-9,sub-Ctrl-9_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-1\sub-SparseKO-1_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb,0,True,66,66,10,56,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-1,sub-SparseKO-1_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-1\sub-SparseKO-1_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb,1,True,93,93,14,79,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-1,sub-SparseKO-1_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-1\sub-SparseKO-1_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb,2,True,105,105,16,89,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-1,sub-SparseKO-1_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-1\sub-SparseKO-1_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb,3,True,113,113,17,96,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-1,sub-SparseKO-1_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-1\sub-SparseKO-1_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb,4,True,109,109,14,95,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-1,sub-SparseKO-1_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-1\sub-SparseKO-1_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb,5,True,105,105,56,49,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-1,sub-SparseKO-1_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-2\sub-SparseKO-2_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb,0,True,132,132,115,17,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-2,sub-SparseKO-2_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-2\sub-SparseKO-2_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb,1,True,122,122,105,17,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-2,sub-SparseKO-2_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-2\sub-SparseKO-2_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb,2,True,125,125,107,18,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-2,sub-SparseKO-2_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-2\sub-SparseKO-2_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb,3,True,135,135,116,19,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-2,sub-SparseKO-2_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-2\sub-SparseKO-2_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb,4,True,119,119,101,18,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-2,sub-SparseKO-2_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-2\sub-SparseKO-2_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb,5,True,134,134,67,67,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-2,sub-SparseKO-2_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-3\sub-SparseKO-3_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb,0,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-3,sub-SparseKO-3_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-3\sub-SparseKO-3_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb,1,True,117,117,18,99,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-3,sub-SparseKO-3_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-3\sub-SparseKO-3_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb,2,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-3,sub-SparseKO-3_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-3\sub-SparseKO-3_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb,3,True,140,140,21,119,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-3,sub-SparseKO-3_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-3\sub-SparseKO-3_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb,4,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-3,sub-SparseKO-3_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-3\sub-SparseKO-3_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb,5,True,140,140,76,64,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-3,sub-SparseKO-3_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-4\sub-SparseKO-4_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb,0,True,96,96,8,88,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-4,sub-SparseKO-4_ses-ymaze-day0-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-4\sub-SparseKO-4_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb,1,True,110,110,16,94,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-4,sub-SparseKO-4_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-4\sub-SparseKO-4_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb,3,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-4,sub-SparseKO-4_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-4\sub-SparseKO-4_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb,4,True,140,140,20,120,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-4,sub-SparseKO-4_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-4\sub-SparseKO-4_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb,5,True,140,140,66,74,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-4,sub-SparseKO-4_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-5\sub-SparseKO-5_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb,0,True,127,127,109,18,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-5,sub-SparseKO-5_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-5\sub-SparseKO-5_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb,1,True,137,137,118,19,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-5,sub-SparseKO-5_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-5\sub-SparseKO-5_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb,2,True,140,140,121,19,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-5,sub-SparseKO-5_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-5\sub-SparseKO-5_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb,3,True,137,137,119,18,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-5,sub-SparseKO-5_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-5\sub-SparseKO-5_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb,4,True,134,134,117,17,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-5,sub-SparseKO-5_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-5\sub-SparseKO-5_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb,5,True,119,119,61,58,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-5,sub-SparseKO-5_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-6\sub-SparseKO-6_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb,1,True,44,44,10,34,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-6,sub-SparseKO-6_ses-ymaze-day1-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-6\sub-SparseKO-6_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb,2,True,73,73,11,62,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-6,sub-SparseKO-6_ses-ymaze-day2-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-6\sub-SparseKO-6_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb,3,True,63,63,10,53,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-6,sub-SparseKO-6_ses-ymaze-day3-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-6\sub-SparseKO-6_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb,4,True,90,90,12,78,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-6,sub-SparseKO-6_ses-ymaze-day4-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-6\sub-SparseKO-6_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb,5,True,62,62,32,30,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-6,sub-SparseKO-6_ses-ymaze-day5-scan0-novel-arm-1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-7\sub-SparseKO-7_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb,0,True,140,140,121,19,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-7,sub-SparseKO-7_ses-ymaze-day0-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-7\sub-SparseKO-7_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb,1,True,140,140,122,18,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-7,sub-SparseKO-7_ses-ymaze-day1-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-7\sub-SparseKO-7_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb,2,True,140,140,120,20,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-7,sub-SparseKO-7_ses-ymaze-day2-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-7\sub-SparseKO-7_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb,3,True,140,140,120,20,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-7,sub-SparseKO-7_ses-ymaze-day3-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-7\sub-SparseKO-7_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb,4,True,140,140,121,19,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-7,sub-SparseKO-7_ses-ymaze-day4-scan0-novel-arm1_behavior+ophys.nwb
I:\AAA_PYTHON_REPOS_BACKUP\cytodendkeylock\data\dandi\raw\001710\sub-SparseKO-7\sub-SparseKO-7_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb,5,True,140,140,69,71,0,,False,vr_trial_info found but contained no parseable arm labels.,SparseKO,SparseKO-7,sub-SparseKO-7_ses-ymaze-day5-scan0-novel-arm1_behavior+ophys.nwb
