SIG_A_overlap_advantage,SIG_B_linking_gain,SIG_C_context_separation,SIG_D_linking_recall_dissociation,SIG_E_targeted_rescue_advantage,mb_pre_overlap,mb_post_overlap,delta_m_overlap,delta_m_nonoverlap_mean,lk_pre,lk_post_cons,lk_post_damage,lk_std_rescue,lk_targ_rescue,r_mu1_pre,r_mu1_post_cons,r_mu1_post_damage,link_drop_pct,recall_drop_pct,rec_std_pct,rec_targ_pct
0.12807778924906907,0.2397025535339664,0.15452201985993197,20.982655917139482,33.291885867691406,0.5,0.7986072403763136,0.2986072403763136,0.17052945112724452,0.4075,0.6472025535339664,0.5057604366905202,0.6081333975765643,0.6552221456849311,0.621098575351703,1.4236580817571376,1.4112476862704355,21.854381765201587,0.8717258480621038,72.37798978882265,105.66987565651405
