param_x_name,param_x_value,param_y_name,param_y_value,seed,SIG_A_score,SIG_B_score,SIG_C_score,SIG_D_score,SIG_E_score,SIG_A_protected_pass,SIG_B_protected_pass,SIG_C_protected_pass,SIG_D_protected_pass,SIG_E_protected_pass,joint_protected_pass,first_failed_signature,failure_mode
context_gain,0.0,structural_lr,0.0,42,0.0,-0.017974996819294375,0.09670116062640233,19.21182983448674,0.0,False,False,True,True,False,False,SIG_A,SIG_A;SIG_B;SIG_E
context_gain,0.0,structural_lr,0.03,42,0.03421110434379859,0.04146365328200702,0.09823192307497347,19.744151810171854,0.8175876470677101,True,False,True,True,True,False,SIG_B,SIG_B
context_gain,0.0,structural_lr,0.06,42,0.06289302610275638,0.0931063803179295,0.09922094480613156,20.15470611960233,1.2289554004674987,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.09,42,0.08679084069103282,0.1378661255341841,0.09987915336858141,20.463367638797994,1.4314524426198845,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.12,42,0.10656584125587443,0.17656291490065446,0.10032992112672987,20.69386774326868,1.5218537037982185,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.15,42,0.12280327431553484,0.20993182913965036,0.100646938236643,20.86625880249765,1.551122454541627,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.18,42,0.13601950846626842,0.2386304214396444,0.10087534417785976,20.995806879648978,1.5473338336916809,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.21,42,0.14666866720742155,0.26324561181288997,0.10104352066029978,21.09370134694377,1.5263675919284174,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.27,42,0.1618073109720407,0.30225822610316655,0.10126619600654102,21.22473472139332,1.465323667079336,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.33,42,0.17082840396441556,0.3304840228940178,0.10139972174857007,21.30116326864476,1.4027772336739532,True,True,True,True,True,True,none,none
context_gain,0.0,structural_lr,0.4,42,0.1762037015060226,0.35341011601296435,0.10149480921142534,21.3509674725126,1.3405619352673785,True,True,True,True,True,True,none,none
context_gain,0.25,structural_lr,0.0,42,0.0,-0.017974996819294375,0.10973760083254319,19.21182983448674,0.0,False,False,True,True,False,False,SIG_A,SIG_A;SIG_B;SIG_E
context_gain,0.25,structural_lr,0.03,42,0.03421110434379859,0.04146365328200702,0.11148566199587379,19.744151810171854,0.8175876470677101,True,False,True,True,True,False,SIG_B,SIG_B
context_gain,0.25,structural_lr,0.06,42,0.06289302610275638,0.0931063803179295,0.11261507987487995,20.15470611960233,1.2289554004674987,True,True,True,True,True,True,none,none
context_gain,0.25,structural_lr,0.09,42,0.08679084069103282,0.1378661255341841,0.113366724146311,20.463367638797994,1.4314524426198845,True,True,True,True,True,True,none,none
context_gain,0.25,structural_lr,0.12,42,0.10656584125587443,0.17656291490065446,0.11388148044467492,20.69386774326868,1.5218537037982185,True,True,True,True,True,True,none,none
context_gain,0.25,structural_lr,0.15,42,0.12280327431553484,0.20993182913965036,0.1142434995799547,20.86625880249765,1.551122454541627,True,True,True,True,True,True,none,none
context_gain,0.25,structural_lr,0.18,42,0.13601950846626842,0.2386304214396444,0.11450432878679062,20.995806879648978,1.5473338336916809,True,True,True,True,True,True,none,none
context_gain,0.25,structural_lr,0.21,42,0.14666866720742155,0.26324561181288997,0.11469637868833701,21.09370134694377,1.5263675919284174,True,True,True,True,True,True,none,none
context_gain,0.25,structural_lr,0.27,42,0.1618073109720407,0.30225822610316655,0.11495066381609068,21.22473472139332,1.465323667079336,True,True,True,True,True,True,none,none
