roi_id,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49
0,,,,,,,,,,,,,,0.000012,0.000330,0.000279,0.000049,0.000097,0.000260,0.000417,0.001068,0.001324,0.001374,0.001175,0.000990,0.000260,0.000361,0.000179,0.000185,0.000072,0.000073,0.000065,0.000063,0.000122,0.000291,0.000695,0.000969,0.000612,0.000737,0.001912,0.002359,0.002019,0.001394,0.001193,0.000276,0.000473,0.000027,0.000059,0.000076,0.000114
1,,,,,,,,,,,,,,0.000013,0.000471,0.000393,0.000341,0.000406,0.001878,0.001954,0.004206,0.006127,0.007950,0.007485,0.006388,0.002012,0.002815,0.001394,0.001105,0.000322,0.000251,0.000178,0.000233,0.000433,0.000538,0.000499,0.000237,0.000102,0.000058,0.000075,0.000088,0.000150,0.000212,0.000270,0.000106,0.000186,0.000019,0.000047,0.000048,0.000028
2,,,,,,,,,,,,,,0.000043,0.000647,0.000609,0.000219,0.000111,0.000102,0.000264,0.000278,0.000454,0.000728,0.001033,0.001436,0.000523,0.001263,0.000718,0.000512,0.000186,0.000120,0.000092,0.000104,0.000091,0.000065,0.000092,0.000099,0.000087,0.000054,0.000065,0.000098,0.000058,0.000111,0.000170,0.000125,0.000276,0.000068,0.000274,0.000560,0.000884
3,,,,,,,,,,,,,,0.000161,0.003803,0.004577,0.002003,0.001363,0.003029,0.002389,0.003835,0.005453,0.006754,0.006611,0.005511,0.001655,0.002405,0.000891,0.000863,0.000254,0.000225,0.000141,0.000172,0.000229,0.000254,0.000275,0.000105,0.000054,0.000038,0.000091,0.000110,0.000096,0.000096,0.000146,0.000061,0.000093,0.000019,0.000042,0.000109,0.000252
4,,,,,,,,,,,,,,0.000038,0.000901,0.000684,0.000218,0.000239,0.000422,0.000372,0.000542,0.000740,0.000868,0.000698,0.000514,0.000211,0.000371,0.000151,0.000189,0.000070,0.000127,0.000152,0.000177,0.000266,0.000250,0.000284,0.000335,0.000295,0.000453,0.001607,0.002462,0.002573,0.002317,0.002300,0.000449,0.000807,0.000041,0.000080,0.000140,0.000241
5,,,,,,,,,,,,,,0.000038,0.000644,0.000713,0.000263,0.000191,0.000294,0.000257,0.000352,0.000327,0.000415,0.000328,0.000486,0.000228,0.000368,0.000249,0.000221,0.000146,0.000204,0.000127,0.000212,0.000296,0.000651,0.001115,0.000603,0.000647,0.000497,0.000707,0.000748,0.000708,0.000519,0.000481,0.000186,0.000248,0.000054,0.000135,0.000275,0.000457
6,,,,,,,,,,,,,,0.000018,0.000456,0.000428,0.000098,0.000084,0.000105,0.000059,0.000067,0.000113,0.000339,0.000533,0.000847,0.000533,0.001660,0.002209,0.003016,0.001627,0.000843,0.000555,0.000578,0.000666,0.000631,0.000518,0.000271,0.000088,0.000071,0.000116,0.000145,0.000134,0.000169,0.000198,0.000083,0.000105,0.000022,0.000047,0.000109,0.000181
7,,,,,,,,,,,,,,0.000012,0.000239,0.000231,0.000070,0.000077,0.000253,0.000340,0.000789,0.001730,0.003110,0.004338,0.004673,0.001820,0.002770,0.001255,0.001325,0.000376,0.000229,0.000179,0.000219,0.000364,0.000392,0.000279,0.000167,0.000065,0.000045,0.000076,0.000089,0.000102,0.000117,0.000098,0.000081,0.000085,0.000015,0.000036,0.000087,0.000084
8,,,,,,,,,,,,,,0.000173,0.002502,0.002587,0.000760,0.000591,0.001027,0.000696,0.001047,0.001076,0.000977,0.000770,0.000650,0.000210,0.000378,0.000163,0.000132,0.000088,0.000083,0.000099,0.000167,0.000266,0.000420,0.000378,0.000191,0.000064,0.000053,0.000097,0.000161,0.000186,0.000223,0.000258,0.000100,0.000162,0.000026,0.000072,0.000333,0.001068
9,,,,,,,,,,,,,,0.000021,0.000471,0.000418,0.000128,0.000143,0.001006,0.001350,0.002846,0.003885,0.004533,0.003841,0.002945,0.000774,0.001181,0.000482,0.000478,0.000189,0.000143,0.000114,0.000171,0.000290,0.000279,0.000287,0.000121,0.000064,0.000049,0.000079,0.000137,0.000164,0.000169,0.000209,0.000095,0.000118,0.000018,0.000041,0.000077,0.000170
10,,,,,,,,,,,,,,0.000025,0.000875,0.000852,0.000853,0.000120,0.000201,0.000353,0.000318,0.000344,0.000542,0.000471,0.000500,0.000274,0.000359,0.000314,0.000497,0.000297,0.000228,0.000183,0.000209,0.000288,0.000376,0.000339,0.000131,0.000094,0.000063,0.000102,0.000084,0.000106,0.000147,0.000135,0.000077,0.000139,0.000033,0.000069,0.000136,0.000187
11,,,,,,,,,,,,,,0.000299,0.004600,0.003949,0.000913,0.000453,0.000647,0.000469,0.000695,0.000793,0.000811,0.000905,0.000765,0.000339,0.000584,0.000272,0.000208,0.000068,0.000143,0.000136,0.000195,0.000259,0.000278,0.000209,0.000177,0.000103,0.000093,0.000144,0.000177,0.000282,0.000282,0.000466,0.000245,0.000370,0.000049,0.000162,0.001088,0.002949
