roi_id,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49
24,,,,,,,,,,,,,,0.000204,0.003467,0.002325,0.001081,0.000527,0.000401,0.000378,0.000361,0.000185,0.000213,0.000235,0.000254,0.000252,0.000290,0.000325,0.000220,0.000099,0.000160,0.000135,0.000180,0.000203,0.000192,0.000371,0.000348,0.000077,0.000097,0.000076,0.000161,0.000249,0.000412,0.000250,0.000180,0.000269,0.000028,0.000136,0.000544,0.000641
25,,,,,,,,,,,,,,0.000032,0.000754,0.000562,0.000361,0.000255,0.000484,0.000533,0.000447,0.000355,0.000336,0.000360,0.000326,0.000401,0.000409,0.000553,0.000351,0.000170,0.000191,0.000148,0.000148,0.000307,0.000324,0.000401,0.000195,0.000055,0.000079,0.000099,0.000185,0.000244,0.000415,0.000295,0.000278,0.000367,0.000022,0.000065,0.000231,0.000167
26,,,,,,,,,,,,,,0.000025,0.001041,0.001445,0.000417,0.000246,0.000144,0.000146,0.000137,0.000138,0.000131,0.000117,0.000118,0.000166,0.000181,0.000222,0.000133,0.000080,0.000075,0.000072,0.000090,0.000261,0.000619,0.001122,0.000803,0.000111,0.000148,0.000082,0.000267,0.000757,0.000749,0.000233,0.000214,0.000273,0.000033,0.000082,0.000197,0.000160
27,,,,,,,,,,,,,,0.000017,0.000453,0.000326,0.000221,0.000188,0.000237,0.000191,0.000145,0.000182,0.000214,0.000369,0.000207,0.000186,0.000210,0.000386,0.000280,0.000196,0.000350,0.000474,0.001059,0.001063,0.000875,0.000848,0.000482,0.000072,0.000089,0.000066,0.000137,0.000121,0.000180,0.000082,0.000105,0.000113,0.000019,0.000039,0.000107,0.000069
28,,,,,,,,,,,,,,0.000015,0.000344,0.000277,0.000124,0.000180,0.000566,0.000588,0.000706,0.000525,0.000545,0.000617,0.000626,0.000767,0.001029,0.001279,0.000509,0.000162,0.000196,0.000127,0.000133,0.000296,0.000207,0.000236,0.000151,0.000040,0.000062,0.000057,0.000091,0.000106,0.000138,0.000092,0.000075,0.000066,0.000016,0.000040,0.000087,0.000045
29,,,,,,,,,,,,,,0.000018,0.000507,0.000313,0.000185,0.000152,0.000129,0.000099,0.000117,0.000123,0.000135,0.000136,0.000140,0.000141,0.000184,0.000280,0.000193,0.000099,0.000124,0.000106,0.000081,0.000133,0.000146,0.000244,0.000239,0.000107,0.000170,0.000150,0.000285,0.000250,0.000200,0.000307,0.000161,0.000141,0.000037,0.000097,0.000176,0.000194
30,,,,,,,,,,,,,,0.000047,0.001160,0.002007,0.000319,0.000190,0.000166,0.000168,0.000142,0.000165,0.000157,0.000143,0.000105,0.000225,0.000302,0.000444,0.000357,0.000401,0.001540,0.001483,0.001523,0.001071,0.000946,0.001165,0.000717,0.000137,0.000131,0.000107,0.000148,0.000132,0.000230,0.000150,0.000152,0.000121,0.000034,0.000087,0.000192,0.000260
31,,,,,,,,,,,,,,0.000110,0.003564,0.001964,0.001042,0.000361,0.000245,0.000218,0.000155,0.000125,0.000110,0.000164,0.000210,0.000308,0.000240,0.000348,0.000218,0.000100,0.000118,0.000112,0.000157,0.000267,0.000422,0.000995,0.000754,0.000230,0.000299,0.000234,0.000755,0.000549,0.000558,0.000177,0.000157,0.000156,0.000020,0.000066,0.000164,0.000196
32,,,,,,,,,,,,,,0.000056,0.001049,0.000763,0.000190,0.000156,0.000147,0.000122,0.000071,0.000084,0.000061,0.000101,0.000060,0.000164,0.000365,0.000945,0.000607,0.000342,0.000929,0.000575,0.000560,0.000473,0.000525,0.000628,0.000344,0.000109,0.000097,0.000080,0.000117,0.000103,0.000301,0.000165,0.000196,0.000349,0.000095,0.000364,0.001217,0.000816
33,,,,,,,,,,,,,,0.000101,0.002223,0.002121,0.001417,0.000916,0.000661,0.000732,0.000551,0.000354,0.000353,0.000283,0.000230,0.000187,0.000219,0.000286,0.000216,0.000114,0.000154,0.000101,0.000133,0.000178,0.000202,0.000355,0.000231,0.000151,0.000161,0.000114,0.000165,0.000271,0.000229,0.000163,0.000145,0.000163,0.000032,0.000083,0.000201,0.000243
34,,,,,,,,,,,,,,0.000105,0.002152,0.001495,0.000939,0.000537,0.000381,0.000381,0.000270,0.000170,0.000170,0.000153,0.000149,0.000140,0.000147,0.000190,0.000116,0.000145,0.000335,0.000568,0.000605,0.000647,0.000641,0.000786,0.000382,0.000092,0.000096,0.000086,0.000214,0.000265,0.000324,0.000250,0.000213,0.000278,0.000030,0.000080,0.000274,0.000204
35,,,,,,,,,,,,,,0.000036,0.001154,0.000720,0.000314,0.000183,0.000146,0.000219,0.000136,0.000245,0.000241,0.000234,0.000316,0.000330,0.000399,0.000448,0.000216,0.000148,0.000457,0.000645,0.001575,0.002999,0.003244,0.003612,0.001690,0.000226,0.000219,0.000129,0.000289,0.000268,0.000359,0.000161,0.000137,0.000159,0.000029,0.000077,0.000148,0.000175
36,,,,,,,,,,,,,,0.000028,0.000726,0.000694,0.000443,0.000317,0.000391,0.000222,0.000215,0.000183,0.000138,0.000157,0.000181,0.000241,0.000351,0.000388,0.000173,0.000091,0.000107,0.000120,0.000125,0.000355,0.001045,0.001907,0.001292,0.000231,0.000142,0.000111,0.000184,0.000301,0.000307,0.000109,0.000096,0.000141,0.000027,0.000050,0.000139,0.000155
37,,,,,,,,,,,,,,0.000028,0.000696,0.000534,0.000276,0.000275,0.000327,0.000421,0.000472,0.000455,0.000590,0.000676,0.000464,0.000448,0.000607,0.000566,0.000320,0.000213,0.000368,0.000495,0.000805,0.001731,0.001623,0.001757,0.000761,0.000145,0.000124,0.000108,0.000250,0.000305,0.000373,0.000218,0.000158,0.000170,0.000025,0.000059,0.000138,0.000174
38,,,,,,,,,,,,,,0.000023,0.000614,0.000375,0.000180,0.000103,0.000288,0.000364,0.000455,0.000441,0.000522,0.000703,0.001328,0.002337,0.003370,0.004335,0.001595,0.000413,0.000514,0.000255,0.000204,0.000194,0.000210,0.000351,0.000285,0.000072,0.000094,0.000070,0.000206,0.000212,0.000206,0.000105,0.000131,0.000126,0.000018,0.000041,0.000085,0.000090
39,,,,,,,,,,,,,,0.000034,0.001483,0.001796,0.001863,0.001695,0.001801,0.001421,0.001101,0.000660,0.000460,0.000337,0.000269,0.000354,0.000431,0.000459,0.000236,0.000115,0.000097,0.000135,0.000346,0.000936,0.001961,0.003292,0.001994,0.000262,0.000253,0.000127,0.000255,0.000227,0.000285,0.000141,0.000091,0.000080,0.000029,0.000059,0.000125,0.000113
40,,,,,,,,,,,,,,0.000076,0.001036,0.000781,0.000436,0.000220,0.000131,0.000152,0.000149,0.000138,0.000183,0.000273,0.000362,0.000415,0.000568,0.000587,0.000343,0.000170,0.000205,0.000101,0.000125,0.000128,0.000283,0.000612,0.000704,0.000326,0.000183,0.000111,0.000215,0.000200,0.000171,0.000261,0.000132,0.000146,0.000050,0.000135,0.000584,0.000885
41,,,,,,,,,,,,,,0.000028,0.000809,0.000717,0.000264,0.000179,0.000182,0.000164,0.000172,0.000134,0.000178,0.000143,0.000163,0.000224,0.000273,0.000281,0.000248,0.000110,0.000187,0.000233,0.000299,0.000823,0.001845,0.002714,0.001693,0.000268,0.000153,0.000120,0.000225,0.000215,0.000296,0.000148,0.000096,0.000148,0.000030,0.000071,0.000146,0.000177
42,,,,,,,,,,,,,,0.000039,0.000995,0.000550,0.000240,0.000182,0.000138,0.000126,0.000086,0.000138,0.000134,0.000128,0.000181,0.000222,0.000393,0.000428,0.000148,0.000146,0.000182,0.000179,0.000223,0.000418,0.000954,0.001949,0.001411,0.000421,0.000327,0.000157,0.000398,0.000398,0.000373,0.000161,0.000144,0.000160,0.000027,0.000060,0.000111,0.000173
43,,,,,,,,,,,,,,0.000031,0.000885,0.000654,0.000180,0.000080,0.000103,0.000211,0.000384,0.000489,0.000779,0.000994,0.001656,0.002541,0.003026,0.003315,0.001036,0.000267,0.000367,0.000215,0.000194,0.000216,0.000339,0.000473,0.000361,0.000084,0.000095,0.000091,0.000201,0.000208,0.000315,0.000133,0.000114,0.000131,0.000029,0.000076,0.000263,0.000218
44,,,,,,,,,,,,,,0.000024,0.000552,0.000618,0.000385,0.000302,0.000205,0.000207,0.000192,0.000150,0.000176,0.000230,0.000263,0.000261,0.000368,0.000661,0.000340,0.000187,0.000331,0.000273,0.000253,0.000373,0.000499,0.000605,0.000475,0.000165,0.000160,0.000111,0.000280,0.000264,0.000377,0.000180,0.000177,0.000206,0.000038,0.000071,0.000124,0.000083
45,,,,,,,,,,,,,,0.000058,0.001469,0.001197,0.000462,0.000494,0.000745,0.000792,0.000650,0.000369,0.000337,0.000275,0.000310,0.000222,0.000316,0.000423,0.000291,0.000132,0.000252,0.000251,0.000246,0.000360,0.000316,0.000489,0.000342,0.000160,0.000158,0.000125,0.000193,0.000253,0.000572,0.000415,0.000418,0.000537,0.000059,0.000167,0.000531,0.000536
46,,,,,,,,,,,,,,0.000022,0.000525,0.000368,0.000110,0.000096,0.000108,0.000126,0.000121,0.000170,0.000250,0.000377,0.000637,0.001009,0.001149,0.000948,0.000452,0.000143,0.000227,0.000140,0.000157,0.000175,0.000210,0.000363,0.000234,0.000057,0.000070,0.000064,0.000167,0.000243,0.000463,0.000189,0.000139,0.000166,0.000025,0.000049,0.000179,0.000168
47,,,,,,,,,,,,,,0.000037,0.001123,0.001038,0.001028,0.001294,0.001469,0.001646,0.001405,0.000996,0.000797,0.000674,0.000486,0.000474,0.000466,0.000486,0.000324,0.000112,0.000182,0.000153,0.000181,0.000289,0.000362,0.000429,0.000392,0.000093,0.000113,0.000092,0.000184,0.000340,0.000345,0.000185,0.000169,0.000241,0.000034,0.000087,0.000212,0.000161
48,,,,,,,,,,,,,,0.000033,0.000767,0.000693,0.000211,0.000263,0.000235,0.000192,0.000186,0.000104,0.000158,0.000148,0.000240,0.000173,0.000336,0.000322,0.000240,0.000158,0.000238,0.000178,0.000375,0.000582,0.000971,0.001580,0.001148,0.000245,0.000320,0.000144,0.000286,0.000297,0.000332,0.000118,0.000112,0.000141,0.000026,0.000059,0.000144,0.000145
49,,,,,,,,,,,,,,0.000053,0.001175,0.001001,0.000594,0.000350,0.000363,0.000467,0.000452,0.000359,0.000514,0.000527,0.000595,0.000689,0.000939,0.001090,0.000424,0.000216,0.000219,0.000138,0.000110,0.000197,0.000226,0.000313,0.000347,0.000065,0.000118,0.000085,0.000182,0.000307,0.000334,0.000165,0.000134,0.000118,0.000024,0.000059,0.000176,0.000160
50,,,,,,,,,,,,,,0.000028,0.000594,0.000506,0.000237,0.000156,0.000136,0.000127,0.000189,0.000137,0.000141,0.000158,0.000195,0.000224,0.000203,0.000284,0.000201,0.000091,0.000141,0.000099,0.000125,0.000142,0.000174,0.000331,0.000202,0.000090,0.000130,0.000111,0.000416,0.000521,0.000712,0.000334,0.000168,0.000170,0.000021,0.000061,0.000154,0.000131
51,,,,,,,,,,,,,,0.000128,0.001950,0.001439,0.000680,0.000388,0.000245,0.000231,0.000259,0.000209,0.000253,0.000229,0.000363,0.000361,0.000190,0.000409,0.000251,0.000127,0.000262,0.000205,0.000215,0.000326,0.000347,0.000537,0.000441,0.000083,0.000105,0.000099,0.000259,0.000303,0.000314,0.000214,0.000141,0.000180,0.000026,0.000079,0.000462,0.000647
52,,,,,,,,,,,,,,0.000026,0.000693,0.000559,0.000184,0.000132,0.000109,0.000093,0.000189,0.000300,0.000570,0.000675,0.000973,0.001309,0.001210,0.001185,0.000411,0.000123,0.000225,0.000135,0.000337,0.001150,0.002070,0.003129,0.001853,0.000242,0.000201,0.000118,0.000215,0.000261,0.000200,0.000116,0.000082,0.000103,0.000020,0.000051,0.000130,0.000093
53,,,,,,,,,,,,,,0.000043,0.000918,0.000773,0.000401,0.000196,0.000148,0.000102,0.000125,0.000151,0.000259,0.000254,0.000370,0.000622,0.001057,0.001365,0.001022,0.000875,0.000945,0.000411,0.000334,0.000349,0.000366,0.000361,0.000308,0.000110,0.000116,0.000109,0.000142,0.000236,0.000305,0.000231,0.000220,0.000243,0.000043,0.000081,0.000178,0.000182
54,,,,,,,,,,,,,,0.000022,0.000548,0.000487,0.000239,0.000111,0.000111,0.000080,0.000109,0.000120,0.000073,0.000096,0.000100,0.000206,0.000224,0.000264,0.000153,0.000069,0.000129,0.000132,0.000102,0.000148,0.000177,0.000218,0.000247,0.000061,0.000100,0.000116,0.000567,0.000769,0.000761,0.000193,0.000121,0.000156,0.000019,0.000044,0.000125,0.000118
55,,,,,,,,,,,,,,0.000056,0.001395,0.000997,0.000349,0.000218,0.000279,0.000381,0.000453,0.000434,0.000545,0.000569,0.000536,0.000637,0.000756,0.000701,0.000252,0.000109,0.000191,0.000141,0.000179,0.000200,0.000234,0.000373,0.000282,0.000067,0.000156,0.000099,0.000439,0.000860,0.001515,0.000623,0.000535,0.000764,0.000045,0.000112,0.000385,0.000336
56,,,,,,,,,,,,,,0.000024,0.000652,0.000590,0.000205,0.000113,0.000130,0.000114,0.000131,0.000171,0.000170,0.000150,0.000125,0.000165,0.000228,0.000319,0.000957,0.000380,0.000477,0.000279,0.000181,0.000191,0.000241,0.000216,0.000205,0.000057,0.000081,0.000090,0.000175,0.000183,0.000195,0.000101,0.000111,0.000135,0.000023,0.000047,0.000112,0.000136
57,,,,,,,,,,,,,,0.000016,0.000369,0.000301,0.000191,0.000137,0.000098,0.000117,0.000128,0.000130,0.000135,0.000089,0.000107,0.000219,0.000217,0.000263,0.000193,0.000081,0.000118,0.000081,0.000108,0.000135,0.000180,0.000275,0.000245,0.000076,0.000078,0.000059,0.000111,0.000156,0.000165,0.000087,0.000074,0.000082,0.000023,0.000042,0.000082,0.000115
58,,,,,,,,,,,,,,0.000039,0.001022,0.000789,0.000288,0.000119,0.000122,0.000180,0.000339,0.000461,0.000850,0.001464,0.002529,0.003289,0.003956,0.004185,0.001683,0.000520,0.000728,0.000296,0.000316,0.000320,0.000471,0.000753,0.000359,0.000093,0.000120,0.000092,0.000236,0.000303,0.000345,0.000180,0.000150,0.000159,0.000026,0.000078,0.000149,0.000143
59,,,,,,,,,,,,,,0.000050,0.001214,0.000809,0.000377,0.000234,0.000215,0.000220,0.000228,0.000201,0.000223,0.000350,0.000281,0.000353,0.000350,0.000514,0.000352,0.000184,0.000329,0.000265,0.000386,0.000513,0.000837,0.001828,0.001573,0.000218,0.000152,0.000109,0.000288,0.000294,0.000391,0.000157,0.000147,0.000219,0.000035,0.000115,0.000337,0.000237
60,,,,,,,,,,,,,,0.000041,0.001191,0.000940,0.000615,0.000435,0.000576,0.000928,0.001371,0.001325,0.001554,0.001285,0.001132,0.000942,0.000732,0.000654,0.000303,0.000119,0.000212,0.000175,0.000242,0.000362,0.000427,0.000766,0.000470,0.000075,0.000113,0.000070,0.000202,0.000277,0.000416,0.000211,0.000249,0.000298,0.000029,0.000079,0.000196,0.000179
61,,,,,,,,,,,,,,0.000034,0.001006,0.001037,0.000670,0.000468,0.000402,0.000290,0.000263,0.000386,0.000289,0.000296,0.000389,0.000464,0.000372,0.000275,0.000211,0.000174,0.000579,0.000602,0.000975,0.001135,0.000844,0.000858,0.000558,0.000113,0.000143,0.000092,0.000241,0.000266,0.000317,0.000169,0.000120,0.000153,0.000028,0.000067,0.000198,0.000160
62,,,,,,,,,,,,,,0.000112,0.001959,0.001379,0.000570,0.000310,0.000322,0.000404,0.000314,0.000303,0.000258,0.000320,0.000341,0.000335,0.000495,0.000473,0.000382,0.000158,0.000157,0.000192,0.000219,0.000253,0.000505,0.000802,0.000547,0.000120,0.000191,0.000139,0.000411,0.000476,0.000532,0.000251,0.000206,0.000306,0.000036,0.000161,0.000814,0.000783
63,,,,,,,,,,,,,,0.000036,0.000815,0.000655,0.000277,0.000244,0.000130,0.000180,0.000206,0.000145,0.000178,0.000181,0.000289,0.000263,0.000292,0.000354,0.000197,0.000094,0.000175,0.000156,0.000163,0.000333,0.000946,0.002370,0.001759,0.000240,0.000160,0.000088,0.000219,0.000248,0.000290,0.000102,0.000141,0.000141,0.000026,0.000066,0.000145,0.000156
64,,,,,,,,,,,,,,0.000054,0.001104,0.000879,0.000354,0.000158,0.000177,0.000378,0.000583,0.000614,0.000589,0.000445,0.000461,0.000510,0.000317,0.000306,0.000265,0.000104,0.000177,0.000138,0.000147,0.000201,0.000326,0.000428,0.000304,0.000130,0.000122,0.000132,0.000468,0.000753,0.000845,0.000389,0.000428,0.000361,0.000037,0.000084,0.000193,0.000154
65,,,,,,,,,,,,,,0.000020,0.000538,0.000505,0.000223,0.000157,0.000144,0.000102,0.000114,0.000109,0.000108,0.000134,0.000307,0.000349,0.000393,0.000232,0.000173,0.000102,0.000178,0.000136,0.000154,0.000185,0.000239,0.000432,0.000294,0.000128,0.000080,0.000075,0.000124,0.000173,0.000206,0.000116,0.000132,0.000106,0.000045,0.000074,0.000058,0.000151
66,,,,,,,,,,,,,,0.000047,0.000757,0.000651,0.000259,0.000194,0.000143,0.000184,0.000184,0.000148,0.000213,0.000257,0.000395,0.000390,0.000471,0.000600,0.000303,0.000135,0.000335,0.000232,0.000189,0.000279,0.000357,0.000389,0.000451,0.000083,0.000117,0.000106,0.000247,0.000308,0.000384,0.000264,0.000206,0.000280,0.000046,0.000173,0.000841,0.000862
