comparator,motif,trace_i,trace_j,L_struct_pre,L_struct_post,L_behav_post,L_struct_dmg,is_expected_linked
shuffled_replay,chain_overlap_n8,tc0,tc1,0.4325,0.5182131033583398,0.5182131033583398,0.41011902323757,True
shuffled_replay,chain_overlap_n8,tc0,tc2,0.09250000000000001,0.10694403462842486,0.10694403462842486,0.09721283630817448,False
shuffled_replay,chain_overlap_n8,tc1,tc2,0.4325,0.4967736210497946,0.4967736210497946,0.46984687530379954,True
