comparator,motif,trace_i,trace_j,L_struct_pre,L_struct_post,L_behav_post,L_struct_dmg,is_expected_linked
soma_global_gain_only,canonical_n4,mu1,mu2,0.4075,0.605545306612308,0.605545306612308,0.4738014772308954,True
