comparator,motif,branch_id,mb_pre,mb_post,E_b_enc,P_b_post,delta_mb,is_overlap_branch
eligibility_only,canonical_n4,b0,0.5,0.47794478917877986,0.832213336260261,0.0,-0.02205521082122014,False
eligibility_only,canonical_n4,b1,0.5,0.47794478917877986,1.0,0.0,-0.02205521082122014,True
eligibility_only,canonical_n4,b2,0.5,0.47794478917877986,1.0,0.0,-0.02205521082122014,False
eligibility_only,canonical_n4,b3,0.5,0.47794478917877986,0.1025839838602069,0.0,-0.02205521082122014,False
