comparator,motif,branch_id,mb_pre,mb_post,E_b_enc,P_b_post,delta_mb,is_overlap_branch
full_model,chain_overlap_n8,b0,0.5,0.6950923651312817,0.7022793438602071,1.0,0.1950923651312817,False
full_model,chain_overlap_n8,b1,0.5,0.752566086046061,0.832213336260261,1.0,0.252566086046061,True
full_model,chain_overlap_n8,b2,0.5,0.7246390409210449,0.832213336260261,1.0,0.22463904092104492,False
full_model,chain_overlap_n8,b3,0.5,0.7880735730436971,1.0,1.0,0.2880735730436971,True
full_model,chain_overlap_n8,b4,0.5,0.758840286230705,1.0,1.0,0.258840286230705,False
full_model,chain_overlap_n8,b5,0.5,0.4883638440192214,0.1372543733616051,0.2958004722203126,-0.011636155980778606,False
full_model,chain_overlap_n8,b6,0.5,0.4883638440192214,0.1372543733616051,0.2958004722203126,-0.011636155980778606,False
full_model,chain_overlap_n8,b7,0.5,0.4883638440192214,0.1372543733616051,0.2958004722203126,-0.011636155980778606,False
