comparator,motif,trace_i,trace_j,L_struct_pre,L_struct_post,L_behav_post,L_struct_dmg,is_expected_linked
full_model,canonical_n4,mu1,mu2,0.4075,0.6467484762482996,0.6467484762482996,0.5053263889453824,True
