comparator,motif,trace_i,trace_j,L_struct_pre,L_struct_post,L_behav_post,L_struct_dmg,is_expected_linked
soma_global_gain_only,strong_overlap_n4,mu1,mu2,0.4975,0.7392853743303638,0.7392853743303638,0.5754748304967262,True
