motif_type,n_branches,n_traces,full_gSIG_A,full_gSIG_E,shuffled_mean,shuffled_sd,shuffled_min,shuffled_max,shuffled_gSIG_E_mean,ratio_to_full_model,n_seeds
canonical,4,2,0.12898414268494385,1.5744404926527844,0.009081856006860376,0.045878137429766035,-0.059887808305295026,0.09103116784897647,2.1655809383534708,0.07041063977177164,20
canonical,8,2,0.23405450960879387,1.574506035515117,0.010015652679961863,0.030709442483183965,-0.043978285425342975,0.07078899222513445,3.1777447627635103,0.04279196626761152,20
canonical,16,2,0.27608265637833385,1.5746365281179857,0.0003055654849359044,0.013106540320063939,-0.01761895376554995,0.0310347790678829,3.8113190334586755,0.0011067898612115944,20
canonical,32,2,0.2950631097581261,1.5748951657341048,0.00026770020634243495,0.004929552597780882,-0.006060292965908692,0.008800480551233579,4.0445257805471355,0.0009072642342917029,20
strong_overlap,4,2,0.13178822855435446,1.5660339164325214,0.009081856006860376,0.045878137429766035,-0.059887808305295026,0.09103116784897647,2.1688355461522937,0.06891249777376493,20
strong_overlap,8,2,0.23685859547820448,1.5660966435787285,0.010015652679961863,0.030709442483183965,-0.043978285425342975,0.07078899222513445,3.1817394589362555,0.042285367181802334,20
strong_overlap,16,2,0.27888674224774446,1.5662216426228537,0.0003055654849359044,0.013106540320063939,-0.01761895376554995,0.0310347790678829,3.818028794691897,0.0010956615666744757,20
strong_overlap,32,2,0.2978671956275367,1.5664698350624051,0.00026770020634243495,0.004929552597780882,-0.006060292965908692,0.008800480551233579,4.055960016819297,0.0008987233581679011,20
