is_shuffled,seed,motif_type,n_branches,n_traces,n_overlap_branches,gSIG_A,gSIG_B,gSIG_E,B1_linking_gain,NR_targeted,NR_generic
True,111,strong_overlap,16,2,1,0.0310347790678829,nan,3.2270164519854037,0.02846692565201736,2.882195965909968,-0.34482048607543575
True,112,strong_overlap,16,2,1,-0.002773521037804705,nan,3.9256509787843576,0.0015775684645444876,3.232639840724683,-0.6930111380596747
True,113,strong_overlap,16,2,1,-0.015516242216749236,nan,4.080369198520317,-0.010507321525923041,3.3725641096266266,-0.7078050888936901
True,114,strong_overlap,16,2,1,0.0071868716143994186,nan,3.8305893786613554,0.008319181586694868,3.119670018450806,-0.7109193602105495
True,115,strong_overlap,16,2,1,-0.0063920541882443935,nan,3.965287810095827,-0.0029131986648092134,3.274038118883451,-0.6912496912123757
True,116,strong_overlap,16,2,1,-0.0008597608678630022,nan,3.902383576996745,0.0030606085597646437,3.2091486895309225,-0.6932348874658225
True,117,strong_overlap,16,2,1,0.017090614472852473,nan,3.3546978879570992,0.016162655839699558,3.0270097315760074,-0.3276881563810917
True,118,strong_overlap,16,2,1,0.028749684700152735,nan,3.3185830299698287,0.026442655889014066,2.909580352804239,-0.40900267716558963
True,119,strong_overlap,16,2,1,-0.002704106794000716,nan,3.9287832895493047,0.0012257662328797325,3.2361839235766094,-0.6925993659726952
False,42,strong_overlap,32,2,1,0.2978671956275367,nan,1.5664698350624051,0.2945309639034034,1.008901929875489,-0.5575679051869161
True,100,strong_overlap,32,2,1,-0.0002845645371789985,nan,4.082022291781178,-0.014717678268194367,3.3735611224613615,-0.7084611693198163
True,101,strong_overlap,32,2,1,0.008800480551233579,nan,3.978094690216602,-0.006794496771515224,3.268283326844088,-0.709811363372514
True,102,strong_overlap,32,2,1,0.005528054106229412,nan,4.013835802482952,-0.00962251439190076,3.3045365606740833,-0.7092992418088694
True,103,strong_overlap,32,2,1,0.006510734769565438,nan,3.6535861072032043,-0.008517368908942724,3.2991756520692554,-0.35441045513394903
True,104,strong_overlap,32,2,1,-0.004757941628529829,nan,4.1299625124307155,-0.018536275118824164,3.4221891477494903,-0.707773364681225
True,105,strong_overlap,32,2,1,-0.004135998727287487,nan,4.121944592122189,-0.017673308281340283,3.414011394114911,-0.7079331980072783
True,106,strong_overlap,32,2,1,-0.0046088716022232926,nan,4.126933532337026,-0.018116654262979703,3.4190653564024966,-0.7078681759345299
True,107,strong_overlap,32,2,1,0.0027508779596276487,nan,4.044160908893391,-0.012085322248020058,3.3352560821212505,-0.7089048267721411
True,108,strong_overlap,32,2,1,-0.0029626292883446065,nan,4.111259966242714,-0.017105832969175894,3.4032117452682518,-0.7080482209744619
True,109,strong_overlap,32,2,1,-0.006060292965908692,nan,4.146529655772777,-0.019512477163421527,3.4389059744950843,-0.7076236812776925
True,110,strong_overlap,32,2,1,-0.002860925331878778,nan,4.11086715751126,-0.016990448110090317,3.40277064145029,-0.7080965160609696
True,111,strong_overlap,32,2,1,-0.004443457756233936,nan,4.129431231055004,-0.018433287297362266,3.4216012995623375,-0.7078299314926667
True,112,strong_overlap,32,2,1,-0.0031596558770646092,nan,4.11235291622352,-0.017033386235581593,3.404254467675237,-0.7080984485482823
True,113,strong_overlap,32,2,1,-0.002525185458045788,nan,4.106984638993014,-0.016903540553684815,3.398926516461712,-0.7080581225313018
True,114,strong_overlap,32,2,1,0.00462691478909116,nan,4.022078713703126,-0.009918003171968337,3.3127674634196964,-0.7093112502834298
True,115,strong_overlap,32,2,1,0.0061658728976504915,nan,4.0050304471446845,-0.009230755704965454,3.2956393403792497,-0.7093911067654352
True,116,strong_overlap,32,2,1,0.007486426765234554,nan,3.990118238718866,-0.007790263656389351,3.2805024915289307,-0.7096157471899349
True,117,strong_overlap,32,2,1,-0.0017967611186725189,nan,4.0961659147455665,-0.01584670422959178,3.387931803970368,-0.7082341107751986
True,118,strong_overlap,32,2,1,-0.003644722675431188,nan,4.1191452480486435,-0.017572004326276924,3.4111427245939914,-0.7080025234546524
True,119,strong_overlap,32,2,1,0.00472564925501614,nan,4.0186957707595035,-0.009901006522312739,3.3094108048451503,-0.7092849659143531
