roi_id,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6,bin_7,bin_8,bin_9,bin_10,bin_11,bin_12,bin_13,bin_14,bin_15,bin_16,bin_17,bin_18,bin_19,bin_20,bin_21,bin_22,bin_23,bin_24,bin_25,bin_26,bin_27,bin_28,bin_29,bin_30,bin_31,bin_32,bin_33,bin_34,bin_35,bin_36,bin_37,bin_38,bin_39,bin_40,bin_41,bin_42,bin_43,bin_44,bin_45,bin_46,bin_47,bin_48,bin_49
0,,,,,,,,,,,,,,0.000013,0.000337,0.000095,0.000061,0.000034,0.000021,0.000025,0.000023,0.000012,0.000034,0.000070,0.000114,0.000195,0.000239,0.000257,0.000085,0.000062,0.000366,0.000167,0.000124,0.000060,0.000043,0.000034,0.000016,0.000014,0.000015,0.000036,0.000487,0.000960,0.001775,0.000752,0.000685,0.001119,0.000084,0.000147,0.000420,0.000487
1,,,,,,,,,,,,,,0.000005,0.000139,0.000216,0.000339,0.000278,0.000173,0.000058,0.000052,0.000119,0.000143,0.000194,0.000361,0.000552,0.000757,0.000934,0.000465,0.000154,0.000186,0.000070,0.000024,0.000011,0.000014,0.000039,0.000075,0.000042,0.000163,0.000257,0.001696,0.002191,0.002474,0.000889,0.000639,0.000556,0.000019,0.000013,0.000008,0.000018
2,,,,,,,,,,,,,,0.000006,0.000151,0.000192,0.000202,0.000109,0.000078,0.000052,0.000035,0.000041,0.000047,0.000079,0.000090,0.000103,0.000116,0.000132,0.000058,0.000032,0.000028,0.000028,0.000026,0.000042,0.000073,0.000091,0.000069,0.000021,0.000030,0.000076,0.000732,0.002126,0.004288,0.001533,0.001240,0.001646,0.000062,0.000087,0.000109,0.000073
3,,,,,,,,,,,,,,0.000026,0.000407,0.000205,0.000135,0.000065,0.000031,0.000029,0.000032,0.000024,0.000029,0.000035,0.000040,0.000038,0.000044,0.000054,0.000028,0.000017,0.000029,0.000031,0.000041,0.000130,0.000073,0.000098,0.000100,0.000069,0.000152,0.000303,0.000454,0.000162,0.000071,0.000020,0.000019,0.000022,0.000004,0.000011,0.000027,0.000025
4,,,,,,,,,,,,,,0.000008,0.000125,0.000110,0.000069,0.000028,0.000017,0.000022,0.000021,0.000018,0.000026,0.000020,0.000037,0.000049,0.000076,0.000103,0.000043,0.000024,0.000038,0.000048,0.000032,0.000025,0.000034,0.000032,0.000015,0.000013,0.000050,0.000037,0.000317,0.000706,0.001023,0.000335,0.000327,0.000490,0.000053,0.000187,0.000619,0.000341
5,,,,,,,,,,,,,,0.000014,0.000366,0.000198,0.000052,0.000030,0.000016,0.000018,0.000017,0.000019,0.000024,0.000017,0.000020,0.000030,0.000049,0.000083,0.000029,0.000012,0.000016,0.000013,0.000015,0.000014,0.000024,0.000042,0.000034,0.000010,0.000012,0.000008,0.000035,0.000092,0.000242,0.000141,0.000199,0.000354,0.000034,0.000102,0.000390,0.000473
6,,,,,,,,,,,,,,0.000005,0.000091,0.000068,0.000066,0.000078,0.000155,0.000410,0.000749,0.001221,0.002143,0.002803,0.003564,0.003506,0.002834,0.001939,0.000417,0.000062,0.000064,0.000029,0.000026,0.000035,0.000068,0.000066,0.000072,0.000012,0.000019,0.000017,0.000064,0.000186,0.000148,0.000042,0.000035,0.000033,0.000005,0.000012,0.000041,0.000041
7,,,,,,,,,,,,,,0.000028,0.000456,0.000460,0.000614,0.000851,0.001360,0.002117,0.001733,0.001096,0.000876,0.000484,0.000194,0.000138,0.000120,0.000289,0.000211,0.000076,0.000208,0.000166,0.000165,0.000113,0.000091,0.000092,0.000049,0.000012,0.000019,0.000017,0.000042,0.000060,0.000101,0.000037,0.000034,0.000031,0.000005,0.000012,0.000045,0.000080
8,,,,,,,,,,,,,,0.000046,0.000765,0.000505,0.000327,0.000125,0.000063,0.000042,0.000128,0.000076,0.000016,0.000019,0.000010,0.000018,0.000037,0.000048,0.000031,0.000018,0.000034,0.000020,0.000018,0.000018,0.000116,0.000630,0.001479,0.000226,0.000064,0.000014,0.000022,0.000047,0.000093,0.000047,0.000071,0.000137,0.000023,0.000090,0.000298,0.000187
9,,,,,,,,,,,,,,0.000009,0.000810,0.001831,0.002475,0.001804,0.000923,0.000454,0.000245,0.000127,0.000085,0.000078,0.000084,0.000077,0.000086,0.000120,0.000075,0.000029,0.000078,0.000051,0.000042,0.000047,0.000071,0.000116,0.000114,0.000014,0.000024,0.000030,0.000192,0.000272,0.000305,0.000106,0.000055,0.000052,0.000004,0.000011,0.000035,0.000032
10,,,,,,,,,,,,,,0.000004,0.000099,0.000085,0.000069,0.000048,0.000034,0.000030,0.000032,0.000033,0.000046,0.000043,0.000042,0.000066,0.000076,0.000117,0.000088,0.000029,0.000031,0.000019,0.000021,0.000023,0.000047,0.000104,0.000090,0.000050,0.000175,0.000115,0.000215,0.000197,0.000163,0.000055,0.000034,0.000032,0.000004,0.000009,0.000023,0.000032
11,,,,,,,,,,,,,,0.000005,0.000146,0.000126,0.000073,0.000046,0.000040,0.000028,0.000035,0.000043,0.000057,0.000075,0.000113,0.000134,0.000186,0.000211,0.000083,0.000033,0.000159,0.000335,0.001230,0.002241,0.002475,0.002179,0.000681,0.000046,0.000036,0.000016,0.000028,0.000032,0.000050,0.000017,0.000018,0.000020,0.000004,0.000011,0.000023,0.000032
12,,,,,,,,,,,,,,0.000003,0.000069,0.000082,0.000050,0.000031,0.000024,0.000019,0.000019,0.000026,0.000034,0.000044,0.000076,0.000101,0.000126,0.000114,0.000044,0.000024,0.000020,0.000023,0.000017,0.000017,0.000018,0.000061,0.000042,0.000024,0.000068,0.000139,0.000813,0.000925,0.001135,0.000319,0.000210,0.000251,0.000012,0.000014,0.000020,0.000022
13,,,,,,,,,,,,,,0.000040,0.000789,0.000266,0.000092,0.000047,0.000034,0.000043,0.000037,0.000033,0.000027,0.000022,0.000032,0.000030,0.000040,0.000069,0.000036,0.000026,0.000041,0.000028,0.000029,0.000038,0.000050,0.000079,0.000063,0.000048,0.000179,0.000105,0.000317,0.000230,0.000107,0.000035,0.000030,0.000057,0.000029,0.000104,0.000629,0.000655
14,,,,,,,,,,,,,,0.000005,0.000149,0.000225,0.000543,0.000574,0.000244,0.000080,0.000037,0.000035,0.000052,0.000052,0.000063,0.000085,0.000104,0.000120,0.000043,0.000014,0.000071,0.000186,0.000414,0.000578,0.000306,0.000233,0.000126,0.000018,0.000019,0.000020,0.000031,0.000050,0.000057,0.000028,0.000021,0.000025,0.000005,0.000014,0.000034,0.000034
15,,,,,,,,,,,,,,0.000026,0.000362,0.000183,0.000115,0.000056,0.000035,0.000038,0.000032,0.000037,0.000032,0.000028,0.000035,0.000060,0.000056,0.000062,0.000061,0.000060,0.000360,0.000529,0.000958,0.000706,0.000347,0.000209,0.000101,0.000021,0.000018,0.000017,0.000027,0.000027,0.000032,0.000020,0.000017,0.000024,0.000005,0.000014,0.000029,0.000033
