trial_id,day,block_id,arm_label,start_frame,end_frame,start_time,end_time,duration_sec,reward_count,valid,notes
0,3,0.0,right,204,676,13.1945,43.7231,30.5285,0,1,
1,3,0.0,right,733,1215,47.4098,78.5851,31.1753,1,1,
2,3,0.0,right,1237,1683,80.0081,108.8550,28.8469,1,1,
3,3,0.0,right,1741,2125,112.6064,137.4432,24.8368,1,1,
4,3,0.0,right,2171,2578,140.4184,166.7428,26.3244,1,1,
5,3,0.0,right,2605,3447,168.4891,222.9490,54.4598,1,1,
6,3,0.0,right,3522,3830,227.7999,247.7211,19.9212,1,1,
7,3,0.0,right,3885,4257,251.2784,275.3391,24.0606,1,1,
8,3,0.0,right,4289,4542,277.4088,293.7726,16.3638,0,1,
9,3,0.0,right,4659,5085,301.3401,328.8934,27.5533,1,1,
10,3,1.0,right,6032,6339,390.1445,410.0010,19.8565,1,1,
11,3,1.0,right,6382,6665,412.7822,431.0864,18.3042,1,1,
12,3,1.0,right,6720,7006,434.6438,453.1420,18.4982,1,1,
13,3,1.0,right,7038,7301,455.2117,472.2223,17.0106,1,1,
14,3,1.0,right,7378,7786,477.2026,503.5917,26.3891,0,1,
15,3,1.0,right,7849,8155,507.6665,527.4583,19.7918,0,1,
16,3,1.0,right,8236,8478,532.6973,548.3497,15.6523,1,1,
17,3,1.0,right,8525,8805,551.3896,569.4997,18.1102,1,1,
18,3,1.0,right,8846,9061,572.1516,586.0576,13.9060,1,1,
19,3,1.0,right,9150,9431,591.8140,609.9889,18.1748,1,1,
20,3,1.0,right,9458,9768,611.7352,631.7858,20.0505,1,1,
21,3,1.0,right,9814,10202,634.7610,659.8565,25.0955,0,1,
22,3,1.0,right,10294,10665,665.8070,689.8029,23.9960,0,1,
23,3,2.0,right,11612,11934,751.0541,771.8807,20.8267,0,1,
24,3,2.0,right,11981,12229,774.9207,790.9611,16.0404,1,1,
25,3,2.0,right,12243,12622,791.8666,816.3800,24.5134,0,1,
26,3,2.0,right,12680,13027,820.1314,842.5750,22.4437,0,1,
27,3,2.0,right,13120,13502,848.5902,873.2976,24.7074,0,1,
28,3,2.0,right,13559,13855,876.9843,896.1294,19.1450,1,1,
29,3,2.0,right,13869,14075,897.0349,910.3588,13.3239,1,1,
30,3,2.0,right,14125,14409,913.5927,931.9616,18.3689,0,1,
31,3,2.0,right,14499,14815,937.7827,958.2213,20.4386,1,1,
32,3,2.0,right,14872,15083,961.9080,975.5553,13.6473,1,1,
33,3,2.0,right,15142,15421,979.3714,997.4169,18.0455,1,1,
34,3,2.0,right,15459,15756,999.8747,1019.0844,19.2097,1,1,
35,3,2.0,right,15776,16054,1020.3780,1038.3588,17.9808,1,1,
36,3,2.0,right,16096,16797,1041.0753,1086.4154,45.3401,1,1,
37,3,3.0,right,17739,18058,1147.3431,1167.9757,20.6326,1,1,
38,3,3.0,right,18081,18338,1169.4634,1186.0859,16.6225,1,1,
39,3,3.0,right,18391,18697,1189.5139,1209.3057,19.7918,1,1,
40,3,3.0,right,18789,19201,1215.2562,1241.9040,26.6478,1,1,
41,3,3.0,right,19220,19476,1243.1329,1259.6908,16.5579,1,1,
42,3,3.0,right,19542,19911,1263.9596,1287.8262,23.8666,1,1,
43,3,3.0,right,20017,20378,1294.6822,1318.0313,23.3492,1,1,
44,3,3.0,right,20454,20717,1322.9469,1339.9576,17.0106,1,1,
45,3,3.0,right,20791,21055,1344.7438,1361.8191,17.0753,1,1,
46,3,3.0,right,21132,21418,1366.7994,1385.2976,18.4982,1,1,
47,3,3.0,right,21475,21766,1388.9843,1407.8060,18.8216,1,1,
